name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,18,2,16,11.11111111111111,0.7936507936507936
IsNested,80,10,70,12.5,3.968253968253968
HasNestedMethods,157,30,127,19.10828025477707,11.904761904761903
HasFunctions,778,92,686,11.825192802056556,36.507936507936506
IsFunction,33,0,33,0.0,0.0
HasFunctionParameters,186,34,152,18.27956989247312,13.492063492063492
HasHigherOrderCalls,654,90,564,13.761467889908257,35.714285714285715
HasFunctionCalls,116,5,111,4.310344827586207,1.984126984126984
HasCurrying,18,0,18,0.0,0.0
HasPatternMatching,475,71,404,14.947368421052632,28.174603174603174
HasLazyValues,62,10,52,16.129032258064516,3.968253968253968
HasMultipleParameterLists,642,90,552,14.018691588785046,35.714285714285715
FunctionalScoreBool,1469,167,1302,11.368277739959156,66.26984126984127
HasVariables,113,12,101,10.619469026548673,4.761904761904762
HasVariableDefinitions,58,9,49,15.517241379310345,3.571428571428571
HasInnerVariableAssignment,57,9,48,15.789473684210526,3.571428571428571
HasOuterVariableUsage,57,3,54,5.263157894736842,1.1904761904761905
HasOuterVariableAssignment,27,2,25,7.4074074074074066,0.7936507936507936
HasSideEffects,702,98,604,13.96011396011396,38.88888888888889
IsSideEffect,368,30,338,8.152173913043478,11.904761904761903
HasSideEffectCalls,362,67,295,18.50828729281768,26.58730158730159
HasSideEffectFunctions,27,4,23,14.814814814814813,1.5873015873015872
ImperativeScoreBool,720,99,621,13.750000000000002,39.285714285714285
HasPointsBool,1805,191,1614,10.581717451523545,75.79365079365078
ParadigmScoreBool,1714,168,1546,9.801633605600934,66.66666666666666
