name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,4,3,1,75.0,1.3157894736842104
CountNestedMethods,101,87,14,86.13861386138613,38.15789473684211
CountFunctions,373,168,205,45.0402144772118,73.68421052631578
IsFunction,24,3,21,12.5,1.3157894736842104
CountFunctionParameters,73,40,33,54.794520547945204,17.543859649122805
CountHigherOrderCalls,359,167,192,46.51810584958218,73.24561403508771
CountFunctionCalls,66,36,30,54.54545454545454,15.789473684210526
CountPatternMatching,376,189,187,50.26595744680851,82.89473684210526
CountLazyValues,14,13,1,92.85714285714286,5.701754385964912
CountParameterLists,208,128,80,61.53846153846154,56.14035087719298
FunctionalScoreCount,526,214,312,40.68441064638783,93.85964912280701
CountVariables,62,43,19,69.35483870967742,18.859649122807017
CountVariableDefinitions,31,25,6,80.64516129032258,10.964912280701753
CountInnerVariableAssignment,43,32,11,74.4186046511628,14.035087719298245
CountOuterVariableUsage,32,18,14,56.25,7.894736842105263
CountOuterVariableAssignment,13,8,5,61.53846153846154,3.508771929824561
CountSideEffects,269,147,122,54.646840148698885,64.47368421052632
IsSideEffect,217,127,90,58.525345622119815,55.70175438596491
CountSideEffectCalls,184,113,71,61.41304347826087,49.56140350877193
CountSideEffectFunctions,73,54,19,73.97260273972603,23.684210526315788
ImperativeScoreCount,281,154,127,54.804270462633454,67.54385964912281
HasPointsCount,568,221,347,38.90845070422535,96.9298245614035
ParadigmScoreCount,564,219,345,38.82978723404255,96.05263157894737
