name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
FunctionalCallsLandkroon,35.58957486420689,13.022412594972808,44.49600553097124,9.009349096854947,0.2777315112035482,0.10298238627447162
FunctionalPointsLandkroon,35.801431533167914,12.981071104910086,48.66637029826443,4.364523050517349,0.29206607897084896,0.086475075113474
FunctionalScoreBool,37.2010589118987,10.961430558436787,50.61291403824969,5.2586164978538426,0.3115847106496167,0.06918537365103956
FunctionalScoreCount,38.28272989636626,10.431017837071341,47.79937738476326,5.244941648502541,0.31201675066822265,0.06021845071594647
FunctionalScoreFraction,36.3946446881069,9.123033880945709,46.38844740264618,6.238995200751691,0.28987775772292973,0.05528949021427787
HasCurrying,31.945258362599336,20.814232703297638,10.233460039071938,9.825913897495168,0.10899783132571271,0.09474499757279664
HasFunctionCalls,30.921412446725355,12.394407633877822,22.395107352124644,15.643429821062718,0.15256362569637344,0.08625652159131232
HasFunctionParameters,35.33698610145993,10.553228255212899,25.45887146220383,14.478844739752471,0.19810573166432896,0.10804388756231405
HasFunctions,37.33863824062052,13.085935100041908,45.20324500402738,8.770910921206536,0.2871592588502398,0.06157105623337796
HasHigherOrderCalls,33.89279984604235,5.90260737240399,53.037331965178964,9.446080213656515,0.29119724270591674,0.032346018513088305
HasInnerVariableAssignment,40.58366451223594,20.37810866401905,8.993002750850717,5.077136570807217,0.11037361621422757,0.04619611556431583
HasLazyValues,36.68259092589954,20.49436188718572,21.388089079820947,34.898467890782335,0.10312505476585186,0.05555827408168759
HasMultipleParameterLists,34.11499180416574,10.436488249730957,31.94196835822451,10.85543599794969,0.2119779687665078,0.07568400226236646
HasNestedMethods,32.863186615248814,19.058233338999532,24.707066037839727,5.904754965482681,0.16576188276201934,0.10298519587257927
HasOuterVariableAssignment,20.563944953567816,12.856866297480805,38.96537414454925,41.6326313236462,0.05053254662015285,0.09300715370152209
HasOuterVariableUsage,33.72126279733839,25.50980520408664,36.925082932278904,42.51423002550417,0.08968749469895787,0.08357803014585306
HasPatternMatching,31.826540249372496,9.813534396545037,46.660811079337115,14.137565300681468,0.2556396494600056,0.08742465387805845
HasPointsBool,32.32885181660682,9.662979084020053,48.4219425608395,11.573314766387872,0.26355239731595503,0.07446657293556896
HasPointsCount,32.403924189614656,9.680359993870045,48.4219425608395,11.573314766387872,0.2641821850360032,0.07460745804316266
HasPointsFraction,32.32885181660682,9.662979084020053,48.4219425608395,11.573314766387872,0.26355239731595503,0.07446657293556896
HasPointsLandkroon,33.22516287476948,11.737558947965613,47.77896471487701,7.441863939160596,0.2659172455257467,0.07047046028797653
HasSideEffectCalls,30.689074847005426,11.849879553350279,27.495396858383433,13.830118000990431,0.1587800794313834,0.08662496840254545
HasSideEffectFunctions,33.288381365294434,17.758496597708657,22.714772429347914,30.807068334107655,0.11336678683058407,0.09859539444263293
HasSideEffects,31.586171806028062,14.101376356981243,36.27394543095306,13.658245531641542,0.18889156972670032,0.07832218334848687
HasVariableDefinitions,42.73661129384662,19.849004226943936,9.000257249074016,5.409558505850301,0.1160483626987744,0.039401420869173066
HasVariables,36.27212783208363,24.41236357520758,17.126957598318555,11.140677828703472,0.11988762779660818,0.1016460973502499
ImperativeCallsLandkroon,32.36870628677351,12.803019616440036,15.868847364790572,10.07775055874742,0.1241339746911999,0.09104174436059899
ImperativePointsLandkroon,31.271240397939998,14.674164251961937,20.860702460480304,10.353732398270374,0.13115136069925418,0.09711944098240008
ImperativeScoreBool,32.22931643658366,14.185414719104381,31.972554376446965,11.418173231630117,0.18974538950468198,0.10061726934708468
ImperativeScoreCount,35.135944139002795,15.094525830905688,29.506811664640313,12.058180549346128,0.207840318310295,0.10835332387770401
ImperativeScoreFraction,30.206943373454273,15.01844076619719,29.59261319760692,11.551030025430206,0.15725638834027858,0.10570286209053378
IsFunction,32.39443180314801,15.300190494956631,27.590798307015827,32.67585493845898,0.10678638389708797,0.10081987396913229
IsNested,0.0,0.0,0.0,0.0,0.0,0.0
IsRecursive,37.55138449049237,19.85677714494856,11.079033494275452,13.940574048455462,0.06785288166702577,0.08117556662955035
IsSideEffect,23.224895164150972,13.035839215675711,31.80215427631635,24.13715270825099,0.09563888411284259,0.10909886639710147
ParadigmScoreBool,28.951092284184995,12.980921080231575,48.199890080262925,8.510778827965591,0.19627560433203164,0.15731480384046817
ParadigmScoreCount,29.55335857227945,11.613610887072907,46.63118341496589,8.031937979327259,0.2162364934038348,0.10616052648461274
ParadigmScoreFraction,28.840075142876135,12.292283754890063,48.548144672939415,9.404356777803349,0.1986663360499235,0.15064271168112958
ParadigmScoreLandkroon,33.811255648695905,12.417476344249195,51.29055418754058,9.714538411555415,0.27984762725934964,0.06747115014972221
