name,count,mean,std
CommentDensity,7,0.08074121243873374,0.14691360679150448
CommentLinesOfCode,7,8.543478260869565,24.8469965878498
CouplingBetweenObjects,7,20.98611111111111,29.952339298994183
CyclomaticComplexity,7,6.455621301775148,14.199278949710994
DepthOfInheritance,7,0.9516908212560388,1.0903870255263164
DepthOfNesting,7,6.583333333333332,11.390298182499926
FanIn,7,3.3136094674556213,8.598236842986188
FanOut,7,18.055555555555557,27.655707969005825
LackOfCohesionInMethods,7,1.5474860335195533,2.9715409768153003
LinesOfCode,7,36.87142857142858,64.78796954643214
NumberOfChildren,7,0.441340782122905,1.6374501604288438
NumberOfPatternVariables,7,4.013888888888889,20.570382822209925
OutDegree,7,27.756972111553782,72.85470002765048
OutDegreeDistinct,7,11.944444444444445,16.428152484476403
PatternSize,7,17.15277777777778,77.06767827324757
ResponseForClass,7,11.0,14.98124617819869
SourceLinesOfCode,7,32.53809523809524,53.812015308570565
WeightedMethodCount,7,6.455621301775148,14.171422841483233
