commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,1,package internal - trait JournalInteractions,45.0,4.0,49.0,0.0,2.0,104.0,90.0,9.0,0.09090909090909091,4.0,35.0,15.0,1.5,0.7,3.8,3.7,0.6,0.2,0.9,-0.5653061224489796
HEAD,2,package internal - trait SnapshotInteractions,28.0,4.0,32.0,0.0,1.0,30.0,24.0,5.0,0.1724137931034483,4.0,21.0,6.0,1.5,0.0,3.75,3.75,0.0,0.0,0.75,-0.75
HEAD,0,package pf - object CaseStatement,4.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package pf - class CaseStatement,7.0,1.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package pf - class UnitCaseStatement,7.0,0.0,7.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.5
HEAD,0,package impl - object EmptySource,15.0,2.0,16.0,3.0,0.0,12.0,12.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.3333333333333333,-0.1666666666666667
HEAD,0,package impl - object EmptySource - method createLogic - <$anon: akka.stream.stage.GraphStageLogic with akka.stream.stage.OutHandler>,5.0,0.0,5.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
HEAD,0,package routing - trait Resizer,4.0,16.0,20.0,0.0,2.0,24.0,5.0,20.0,0.8,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package routing - object Resizer,17.0,16.0,31.0,0.0,0.0,13.0,14.0,0.0,0.0,3.0,5.0,0.0,5.0,8.0,14.0,7.0,16.0,0.0,1.0,1.0
HEAD,0,package routing - class ResizerInitializationException,3.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package routing - object DefaultResizer,8.0,3.0,10.0,2.0,0.0,19.0,15.0,3.0,0.16666666666666666,0.0,4.0,0.0,1.5,0.0,6.0,2.5,0.0,0.0,0.0,0.0
HEAD,0,package routing - class DefaultResizer,25.0,3.0,28.0,2.0,2.0,111.0,61.0,50.0,0.45045045045045046,0.0,37.0,21.0,3.0,1.2857142857142858,5.428571428571429,4.142857142857143,3.2857142857142856,1.0,0.14285714285714285,0.13317191283292978
HEAD,0,package routing - class ResizablePoolCell,28.0,2.0,30.0,5.0,1.0,50.0,46.0,5.0,0.09803921568627451,0.0,32.0,11.0,2.75,1.25,7.0,6.25,1.25,0.25,1.0,-0.8823529411764706
HEAD,0,package routing - object ResizablePoolActor,6.0,3.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package routing - object ResizablePoolActor - object Resize,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package routing - class ResizablePoolActor,13.0,3.0,15.0,3.0,1.0,15.0,13.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.8181818181818181
HEAD,0,package cluster - object ClusterLogClass,2.0,6.0,8.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class ClusterHeartbeat,0.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class ClusterGossip,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dns - package internal - package object internal,17.0,6.0,23.0,0.0,0.0,20.0,13.0,5.0,0.2777777777777778,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dns - package internal - package object internal - object CachePolicyIsOrdered,13.0,1.0,14.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,9.0,4.0,64.0,2.0,1.0,1.0
HEAD,0,package cluster - class SingletonClusterMultiNodeConfig,7.0,1.0,8.0,2.0,0.0,14.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class SingletonClusterWithFailureDetectorPuppetMultiJvmNode1,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class SingletonClusterWithFailureDetectorPuppetMultiJvmNode2,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class SingletonClusterWithAccrualFailureDetectorMultiJvmNode1,1.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class SingletonClusterWithAccrualFailureDetectorMultiJvmNode2,1.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cluster - class SingletonClusterSpec,10.0,4.0,14.0,5.0,0.0,42.0,41.0,1.0,0.023809523809523808,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssl - class RotatingKeysSSLEngineProvider,44.0,1.0,45.0,1.0,1.0,90.0,73.0,12.0,0.1411764705882353,0.0,35.0,18.0,2.0,3.3333333333333335,6.111111111111111,4.666666666666667,4.444444444444445,1.0,0.3333333333333333,-0.04186795491143317
HEAD,0,package ssl - object RotatingKeysSSLEngineProvider,8.0,1.0,9.0,0.0,0.0,12.0,4.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssl - object RotatingKeysSSLEngineProvider - class CachedContext,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssl - object RotatingKeysSSLEngineProvider - class ConfiguredContext,4.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package scaladsl - object Effect,37.0,6.0,40.0,0.0,0.0,85.0,21.0,65.0,0.7558139534883721,2.0,20.0,0.0,1.0,0.0,1.2,1.0,0.0,0.0,0.1,0.1
HEAD,0,package scaladsl - trait Effect,0.0,6.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package scaladsl - trait EffectBuilder,5.0,4.0,9.0,1.0,6.0,38.0,9.0,29.0,0.7631578947368421,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
HEAD,0,package scaladsl - trait ReplyEffect,1.0,3.0,4.0,1.0,1.0,10.0,3.0,7.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dns - class RecordClass,4.0,5.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dns - object RecordClass,5.0,5.0,9.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ClusterShardingSingleShardPerEntitySpecConfig,6.0,1.0,7.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - class ClusterShardingSingleShardPerEntitySpecMultiJvmNode1,1.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - class ClusterShardingSingleShardPerEntitySpecMultiJvmNode2,1.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
