name,count,mean mean,mean std,std mean,std std
CommentDensity,7,0.04868484781566266,0.026986992033378367,0.12345643774887007,0.03807695679110561
CommentLinesOfCode,7,7.962816278828719,6.583090681384148,43.741791184355165,35.22141802312676
CouplingBetweenObjects,7,19.668696131955183,5.362063735271419,39.10394209261365,23.25717801299417
CyclomaticComplexity,7,1.8448001292627616,0.21834119687032552,3.511583979608298,0.7823463278576948
DepthOfInheritance,7,1.389203007069621,0.2458265164800506,1.2609181559632172,0.306017406601191
DepthOfNesting,7,1.7938195040935436,0.47889599096214525,4.171346823146974,0.9423761184083135
FanIn,7,5.787006826110117,2.085595226523929,17.3416922179231,9.40053320827199
FanOut,7,14.38121102082297,4.011426781611602,32.05977172996096,19.925956474600493
LackOfCohesionInMethods,7,1.31326538214531,0.36715129515680345,3.5026620451599007,1.874375208897327
LinesOfCode,7,37.66334270021084,16.167190996835508,141.00662179015825,70.6802429543708
NumberOfChildren,7,0.7998150104259255,0.3253196481911761,3.648529682235214,1.9360226820432895
NumberOfPatternVariables,7,0.974068823666318,0.43547796455033255,3.615665808860182,1.597682405190486
OutDegree,7,6.748295710277079,2.179104929347423,16.704133958977884,5.619286100137614
OutDegreeDistinct,7,3.2434020204081024,0.569239177072425,5.953071339740615,1.6912819309832143
PatternSize,7,4.735954196626013,1.4135510206818258,17.561312176358452,5.134979971587408
ResponseForClass,7,9.81769047447591,3.343720620527578,24.86855496190933,12.599031958133484
SourceLinesOfCode,7,29.145482450342374,12.577251093868888,107.5594695913502,64.52630301589193
WeightedMethodCount,7,5.2474466931284605,2.1232319124050254,15.78384186551538,10.20976606508853
