name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,11,4,7,36.36363636363637,1.1235955056179776
IsNested,1,1,0,100.0,0.2808988764044944
FractionNestedMethods,188,100,88,53.191489361702125,28.08988764044944
FractionFunctions,568,237,331,41.725352112676056,66.57303370786516
IsFunction,71,34,37,47.88732394366197,9.550561797752808
HasFunctionParameters,174,81,93,46.55172413793103,22.752808988764045
FractionHigherOrderCalls,478,210,268,43.93305439330544,58.98876404494382
FractionFunctionCalls,125,55,70,44.0,15.44943820224719
FractionCurrying,22,13,9,59.09090909090909,3.651685393258427
FractionPatternMatching,448,206,242,45.982142857142854,57.865168539325836
FractionLazyValues,88,44,44,50.0,12.359550561797752
HasMultipleParameterLists,281,108,173,38.43416370106761,30.337078651685395
FunctionalScoreFraction,774,288,486,37.2093023255814,80.89887640449437
FractionVariables,112,72,40,64.28571428571429,20.224719101123593
FractionVariableDefinitions,53,38,15,71.69811320754717,10.674157303370785
FractionInnerVariableAssignment,90,62,28,68.88888888888889,17.415730337078653
FractionOuterVariableUsage,71,41,30,57.74647887323944,11.51685393258427
FractionOuterVariableAssignment,41,25,16,60.97560975609756,7.02247191011236
FractionSideEffects,288,132,156,45.83333333333333,37.07865168539326
IsSideEffect,136,60,76,44.11764705882353,16.853932584269664
FractionSideEffectCalls,223,119,104,53.36322869955157,33.42696629213483
FractionSideEffectFunctions,16,9,7,56.25,2.528089887640449
ImperativeScoreFraction,298,137,161,45.97315436241611,38.48314606741573
HasPointsFraction,809,293,516,36.21755253399258,82.30337078651685
ParadigmScoreFraction,764,281,483,36.78010471204188,78.93258426966293
