name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,28,3,25,10.714285714285714,1.3824884792626728
IsNested,47,6,41,12.76595744680851,2.7649769585253456
FractionNestedMethods,691,49,642,7.091172214182344,22.58064516129032
FractionFunctions,471,86,385,18.259023354564754,39.63133640552996
IsFunction,17,0,17,0.0,0.0
HasFunctionParameters,149,13,136,8.724832214765101,5.990783410138248
FractionHigherOrderCalls,310,75,235,24.193548387096776,34.56221198156682
FractionFunctionCalls,124,3,121,2.4193548387096775,1.3824884792626728
FractionCurrying,9,1,8,11.11111111111111,0.4608294930875576
FractionPatternMatching,386,55,331,14.248704663212436,25.34562211981567
FractionLazyValues,18,3,15,16.666666666666664,1.3824884792626728
HasMultipleParameterLists,357,31,326,8.683473389355742,14.285714285714285
FunctionalScoreFraction,1462,136,1326,9.30232558139535,62.67281105990783
FractionVariables,9,3,6,33.33333333333333,1.3824884792626728
FractionVariableDefinitions,4,1,3,25.0,0.4608294930875576
FractionInnerVariableAssignment,4,1,3,25.0,0.4608294930875576
FractionOuterVariableUsage,6,3,3,50.0,1.3824884792626728
FractionOuterVariableAssignment,3,1,2,33.33333333333333,0.4608294930875576
FractionSideEffects,89,19,70,21.34831460674157,8.755760368663594
IsSideEffect,21,0,21,0.0,0.0
FractionSideEffectCalls,36,6,30,16.666666666666664,2.7649769585253456
FractionSideEffectFunctions,1,0,1,0.0,0.0
ImperativeScoreFraction,90,19,71,21.11111111111111,8.755760368663594
HasPointsFraction,1484,136,1348,9.164420485175203,62.67281105990783
ParadigmScoreFraction,1479,136,1343,9.195402298850574,62.67281105990783
